"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS3546","Jacksonville","Duval County","FL","Jacksonville Sheriffs Office","Sheriff","The Jacksonville County Sheriffs Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3547","Monticello","Jefferson County","FL","Jefferson County Sheriff's Office","Sheriff","The Jefferson County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3548","Jupiter","Palm Beach County","FL","Jupiter Police Department","Police","The Jupiter Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3549","Key West","Monroe County","FL","Key West Police Department","Police","The Key West Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3550","Kissimmee","Osceola County","FL","Kissimmee Police Department","Police","The Kissimmee Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3551","Lady Lake","Lake County","FL","Lady Lake Police Department","Police","The Lady Lake Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3552","Tavares","Lake County","FL","Lake County Sheriff's Office","Sheriff","The Lake County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3553","Lake Mary","Seminole County","FL","Lake Mary Police Department","Police","The Lake Mary Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3554","Lake Wales","Polk County","FL","Lake Wales Police Department","Police","The Lake Wales Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3555","Lakeland","Polk County","FL","Lakeland Police Department","Police","The Lakeland Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3556","Lantana","Palm Beach County","FL","Lantana Police Department","Police","The Lantana Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3557","Largo","Pinellas County","FL","Largo Police Department","Police","The Largo Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
"AOS3558","Lauderhill","Broward County","FL","Lauderhill Police Department","Police","The Lauderhill Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","Municipal","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.aamva.org/uploadedFiles/MainSite/Content/EventsEducation/Event_Materials/2013/2013_Region_II_Conference/061013_10_30_FR_Complete.pdf","","Pinellas County Sheriff's Office","","6/10/13"
